Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
22,Female,High School,Widowed,84120,600,9741,Auto,Unemployed,15,Fair,0.171593475,256414,,Harperville,TN,El Salvador,4,0,High
59,Male,Bachelor's,Single,67594,750,13984,Business,Employed,6,Fair,0.12086023,170632,0,Jenniferland,SC,New Zealand,,0,Low
52,Male,Bachelor's,Widowed,69264,746,25511,Business,Employed,19,Fair,0.389331128,76682,3,South Andrew,PR,Saint Helena,0,1,Low
45,Female,Master's,Widowed,108367,654,18602,Personal,Self-employed,16,Fair,0.357761771,184998,0,Duncantown,NH,Czech Republic,3,2,Low
41,Female,PhD,Widowed,30826,618,33539,Auto,Self-employed,19,Fair,0.218105248,162676,0,Paulborough,RI,Cape Verde,4,1,Low
33,Non-binary,High School,Widowed,70089,698,6062,Business,Unemployed,9,Excellent,0.457043153,293384,0,North Ashleytown,HI,Andorra,1,1,Low
65,Female,Bachelor's,Widowed,68447,798,48633,Business,Self-employed,9,Excellent,0.116098988,104953,4,Jacksonburgh,CA,Egypt,4,1,Low
37,Non-binary,Bachelor's,Single,59265,605,43996,Home,Self-employed,16,Excellent,0.243990775,260543,0,Port Madisonbury,OK,Cote d'Ivoire,0,0,Low
55,Male,PhD,Married,36119,723,22889,Auto,Employed,7,Fair,0.535645404,278429,3,Morganton,TX,Guam,0,0,Low
54,Non-binary,High School,Widowed,52210,726,19022,Business,Self-employed,6,Excellent,0.32846566,176361,3,West Kelly,MH,Angola,3,1,Low
38,Non-binary,High School,Married,,673,15111,Personal,Employed,2,Good,0.471687545,232230,0,Lake Janet,VI,Mauritania,2,2,Low
57,Non-binary,Bachelor's,Divorced,67738,,9535,Business,Unemployed,16,Poor,0.172996775,155156,,Alexanderhaven,FL,Luxembourg,1,2,Low
41,Male,High School,Single,75619,624,37158,Auto,Self-employed,5,Fair,0.363876648,160349,2,Kathleenchester,AR,Gabon,2,2,Low
21,Non-binary,Master's,Divorced,33679,648,43937,Auto,Self-employed,16,Good,0.450307819,285427,3,Michaelchester,MP,Antarctica (the territory South of 60 deg S),2,1,Low
46,Male,PhD,Married,70924,697,35961,Business,Employed,11,Good,0.202291735,207368,3,Lake Keithhaven,KS,Togo,2,2,Low
50,Male,Bachelor's,Divorced,43490,,24830,Auto,Employed,14,Fair,0.411394171,255360,2,Deleonborough,GU,Marshall Islands,2,1,Low
56,Female,High School,Married,24286,763,27211,Auto,Self-employed,17,Good,0.503505298,294656,2,Roybury,IA,India,4,0,High
68,Female,High School,Divorced,102819,620,,Home,Employed,3,Good,0.432760034,262350,4,East Carriehaven,HI,Belarus,2,2,Low
20,Female,Master's,Married,50110,776,,Business,Self-employed,14,Poor,0.409431133,207157,1,Bellberg,KY,Italy,2,2,High
39,Male,Master's,Married,112694,,39415,Auto,Employed,9,Excellent,0.5320726,,4,North Kayla,KS,Somalia,2,1,Low
42,Male,PhD,Married,47383,740,36554,Business,Unemployed,5,Fair,0.143671838,169980,1,North Davidmouth,AL,Gibraltar,4,2,Low
23,Non-binary,High School,Widowed,25149,797,,Business,Self-employed,2,Good,0.307162418,196222,0,Howardview,MT,Equatorial Guinea,0,1,Low
28,Non-binary,Master's,Widowed,86758,660,24996,Personal,Unemployed,8,Good,0.271522386,,0,New Robert,FL,Honduras,1,0,Low
43,Non-binary,PhD,Married,,648,29564,Auto,Self-employed,4,Poor,0.51185089,39573,3,Dustinville,WA,Lithuania,4,2,Low
29,Non-binary,Bachelor's,Widowed,33335,787,13389,Business,Employed,12,Fair,0.362318231,64305,3,Scotttown,OK,Estonia,1,2,Low
20,Female,Bachelor's,Widowed,34974,756,19460,Business,Employed,18,Poor,0.57027529,272405,1,New Allison,ID,Holy See (Vatican City State),2,2,Low
20,Female,Bachelor's,Divorced,87664,634,,Auto,Unemployed,16,Poor,0.246826635,,1,Matthewhaven,ND,Denmark,2,2,Low
23,Non-binary,Master's,Married,38079,677,16410,Auto,Employed,4,Poor,0.394664092,,4,Thomasfort,VA,Namibia,1,0,Low
46,Male,Master's,Widowed,90511,746,18097,Personal,Employed,13,Excellent,0.537329736,,4,Fieldsville,GA,Latvia,2,0,Low
62,Non-binary,High School,Widowed,83410,620,37029,Business,Unemployed,12,Fair,0.185134676,111297,,Garciaport,NY,Costa Rica,4,2,Low
61,Female,Master's,Widowed,119926,756,33645,Auto,Self-employed,7,Fair,0.134844442,138638,2,Camachohaven,AS,French Guiana,1,1,Low
36,Non-binary,Master's,Widowed,69892,793,6789,Auto,Unemployed,0,Excellent,0.290746036,,,North Jenniferton,VA,French Guiana,,1,Low
52,Non-binary,Master's,Widowed,104798,762,47046,Business,Unemployed,3,Fair,0.524268186,190910,1,South Raymondport,SD,Christmas Island,,0,Low
26,Non-binary,High School,Married,65900,629,37359,Auto,Employed,14,Fair,0.543243843,155738,3,North Brianton,NH,Cameroon,4,1,Low
47,Male,Bachelor's,Divorced,41500,603,9955,Home,Self-employed,10,Poor,0.44549248,196954,0,South Chrisland,MD,Isle of Man,4,0,High
41,Male,PhD,Widowed,93511,762,10116,Home,Self-employed,4,Excellent,0.173179225,64649,4,East Sarahmouth,GA,Paraguay,0,2,Low
61,Female,Bachelor's,Married,,684,34667,Personal,Employed,14,Good,0.33803546,95253,2,New Yesenia,SD,Thailand,4,2,Low
27,Non-binary,Master's,Widowed,32905,,21011,Business,Employed,8,Poor,0.5114915,144697,,Morrishaven,AS,Turks and Caicos Islands,,1,Low
63,Non-binary,PhD,Widowed,60178,763,,Auto,Unemployed,19,Excellent,0.268524829,,3,Vazquezchester,NJ,Algeria,2,0,Low
21,Non-binary,Master's,Divorced,101014,625,47489,Home,Employed,17,Excellent,0.371066047,149172,4,Scotttown,CA,France,,2,Low
42,Non-binary,Bachelor's,Widowed,99483,698,25466,Personal,Self-employed,10,Poor,0.54906346,222934,4,Lake Julie,OK,Latvia,0,0,Low
45,Male,Master's,Single,,681,13058,Auto,Self-employed,16,Excellent,0.556102317,188325,2,Lisamouth,CT,Central African Republic,4,2,Low
39,Female,Master's,Married,99741,782,48359,Personal,Unemployed,12,Excellent,0.247254984,149562,4,Lake John,GU,Vietnam,4,0,Low
31,Male,Bachelor's,Single,29570,748,,Home,Employed,15,Fair,0.575708699,,2,New Patricia,MN,Egypt,,1,High
59,Female,Master's,Married,76437,617,26387,Personal,Self-employed,0,Good,0.48262046,289127,3,North Ryan,WV,Russian Federation,4,1,Low
39,Female,Master's,Married,32578,721,11119,Auto,Employed,5,Good,0.349081099,270485,0,Jessicafurt,MN,Namibia,4,0,Low
31,Female,High School,Married,87539,736,14623,Business,Employed,1,Excellent,0.535206802,,3,Port Andre,NV,Monaco,2,1,Low
44,Male,High School,Married,84054,774,26225,Business,Employed,15,Fair,0.421783443,210084,,North Katrinamouth,OR,Mozambique,1,0,Low
69,Male,PhD,Divorced,100634,777,27009,Personal,Unemployed,7,Fair,0.252598365,93920,1,Lake Kristinshire,AL,Rwanda,,1,Low
63,Male,Bachelor's,Married,56244,653,26836,Personal,Employed,11,Fair,0.264527308,182928,3,Lake Stephaniemouth,NY,British Indian Ocean Territory (Chagos Archipelago),1,2,Low
18,Female,High School,Divorced,,685,12648,Auto,Unemployed,19,Poor,0.534170081,101826,3,West Trevorbury,VI,Suriname,1,1,Low
30,Female,Bachelor's,Divorced,98590,780,,Personal,Self-employed,17,Excellent,0.143287679,243244,1,North James,IL,Indonesia,0,0,Low
52,Female,Master's,Single,,636,,Home,Employed,2,Good,0.282598945,297997,1,New Robin,TX,Isle of Man,0,1,Low
64,Male,Master's,Divorced,,655,7434,Business,Employed,13,Excellent,0.125588097,,2,South Cynthiastad,LA,Sierra Leone,0,2,Low
56,Female,PhD,Divorced,114208,628,7116,Personal,Self-employed,19,Excellent,0.279690732,128950,3,Deborahshire,ID,Cayman Islands,0,0,Low
21,Female,PhD,Single,,758,24932,Home,Unemployed,7,Good,0.348672017,,,Fuentesborough,NH,Costa Rica,0,2,Low
28,Female,Master's,Widowed,49030,707,48779,Home,Self-employed,1,Fair,0.586293828,92260,,Matthewton,GU,Rwanda,3,1,Low
28,Non-binary,High School,Widowed,,705,22517,Home,Self-employed,19,Poor,0.114120827,,2,Smithmouth,SD,Ukraine,3,1,Low
24,Female,PhD,Single,95422,687,37207,Personal,Self-employed,7,Poor,0.148736678,134310,4,Higginsbury,OR,Aruba,1,2,Low
24,Male,PhD,Divorced,,677,33008,Auto,Employed,10,Fair,0.553132175,170497,,East James,CT,Iceland,3,1,High
39,Male,Master's,Widowed,88323,633,49586,Business,Self-employed,11,Poor,0.334659604,245944,1,Kennedyfurt,WI,Cote d'Ivoire,,2,Low
56,Male,PhD,Widowed,30306,776,38756,Business,Unemployed,7,Fair,0.399495691,186216,2,Laurentown,VT,Uzbekistan,4,2,Low
61,Non-binary,Bachelor's,Divorced,,600,27873,Home,Self-employed,10,Fair,0.198696796,,4,Fernandezbury,VA,Slovenia,,2,Low
22,Female,High School,Single,107798,662,30814,Auto,Self-employed,13,Good,0.547726651,258188,4,New Lisamouth,PR,Isle of Man,0,1,High
18,Female,Master's,Married,78334,671,,Business,Self-employed,2,Good,0.337742557,168994,3,Port William,WA,Holy See (Vatican City State),,2,Low
35,Male,Bachelor's,Married,30223,635,,Auto,Self-employed,2,Good,0.123802326,59480,0,Davisstad,IL,Canada,2,0,Low
24,Female,Master's,Widowed,78951,740,,Personal,Unemployed,7,Poor,0.188173508,265153,,Melaniestad,IN,Puerto Rico,2,0,Low
34,Female,High School,Widowed,47219,603,15842,Business,Self-employed,14,Fair,0.458804872,53209,4,North Jayborough,NC,Estonia,1,1,Low
44,Female,PhD,Married,65206,743,32734,Home,Self-employed,18,Good,0.529078797,94918,3,Morseborough,AL,Sudan,2,0,Low
45,Male,Master's,Married,30662,658,25509,Home,Unemployed,2,Poor,0.129990508,279438,4,North Brandonbury,IN,Svalbard & Jan Mayen Islands,4,2,Low
28,Male,PhD,Widowed,40011,,,Business,Employed,15,Excellent,0.574043598,274631,1,Pamelabury,MN,Sierra Leone,4,0,Low
64,Female,Bachelor's,Single,57956,,27789,Auto,Self-employed,0,Fair,0.324351601,167632,1,Molinastad,NC,Antarctica (the territory South of 60 deg S),2,1,Low
66,Non-binary,Master's,Divorced,28198,781,26857,Auto,Unemployed,0,Excellent,0.460028124,80228,2,Melissaville,WY,Bermuda,1,1,Low
59,Female,PhD,Married,48106,664,33387,Auto,Employed,9,Excellent,0.286987047,161732,2,West Jordanfurt,MD,Liechtenstein,4,1,Low
67,Female,Master's,Married,98860,695,,Personal,Unemployed,4,Fair,0.591537644,201483,3,Christensenton,MS,Uganda,1,1,Low
31,Female,PhD,Widowed,115273,616,21255,Auto,Unemployed,10,Excellent,0.206054335,132944,2,Port Mary,MD,Latvia,3,0,Low
35,Male,Bachelor's,Married,86107,694,,Personal,Employed,16,Fair,0.269392968,60604,1,North Diane,NV,Western Sahara,1,0,High
35,Non-binary,High School,Married,79615,614,27870,Business,Unemployed,9,Excellent,0.520428595,209954,4,East Stephaniehaven,NY,Libyan Arab Jamahiriya,3,2,Low
47,Non-binary,Bachelor's,Widowed,113542,677,21205,Home,Unemployed,18,Fair,0.170200745,135376,4,Walkerburgh,NM,Cameroon,2,0,Low
40,Female,Bachelor's,Divorced,27391,765,,Personal,Employed,1,Good,0.498982631,277019,2,Candiceville,KY,Netherlands,1,0,High
45,Female,High School,Married,112554,,10811,Auto,Unemployed,17,Good,0.430881741,50974,2,West Charleston,IN,Israel,0,0,Low
20,Male,Master's,Single,105125,,49653,Personal,Employed,8,Poor,0.294531046,224704,4,Josefort,MN,Russian Federation,1,1,Low
46,Male,PhD,Widowed,,702,38094,Auto,Employed,12,Poor,0.320045279,296098,1,Ianside,AK,Dominican Republic,1,1,Low
62,Male,High School,Married,106682,751,,Business,Employed,9,Excellent,0.400911266,,1,East Martinbury,RI,Montenegro,,1,Low
44,Non-binary,High School,Divorced,51174,653,26596,Home,Unemployed,15,Excellent,0.374635054,98975,1,South Derekport,NJ,Ukraine,2,0,Low
50,Female,Master's,Divorced,88038,730,,Home,Employed,3,Excellent,0.129117796,200831,3,New Kelseyland,OK,Sierra Leone,,1,Low
51,Non-binary,PhD,Divorced,103035,627,27065,Auto,Unemployed,1,Excellent,0.477440618,188471,,New Anthony,HI,Mexico,0,0,Low
21,Non-binary,High School,Divorced,109007,,21118,Home,Unemployed,16,Poor,0.266401178,159661,4,Williamview,IA,Singapore,2,0,Low
51,Non-binary,Bachelor's,Widowed,86777,608,7900,Business,Unemployed,6,Fair,0.538287572,167770,3,Karinafort,MH,Croatia,1,2,Low
61,Female,Master's,Divorced,,796,30316,Auto,Self-employed,10,Excellent,0.498976716,172927,0,New Eric,GU,Dominica,,1,Low
36,Male,PhD,Married,57077,710,17268,Personal,Unemployed,7,Excellent,0.314152599,146894,0,Rodriguezmouth,OK,Cote d'Ivoire,4,1,Low
22,Non-binary,High School,Divorced,70235,776,46126,Home,Employed,17,Good,0.489998784,138810,0,Bennettshire,LA,Tokelau,,0,Low
48,Non-binary,PhD,Married,119159,755,13555,Personal,Self-employed,9,Excellent,0.599844939,219090,4,Fullerport,WI,Oman,1,2,Low
38,Male,PhD,Divorced,36220,772,,Auto,Self-employed,9,Fair,0.581228652,174650,1,Patelport,FL,Uzbekistan,2,1,Low
31,Non-binary,PhD,Single,,735,46090,Auto,Self-employed,12,Fair,0.302467547,224792,,North Michaelfort,CT,Korea,0,0,Low
37,Male,PhD,Single,62973,760,19899,Auto,Self-employed,4,Fair,0.17149636,297034,,Lake Nataliefort,ME,Cayman Islands,1,0,High
51,Male,Master's,Widowed,57669,645,29353,Home,Employed,0,Poor,0.488374632,200632,0,Edwardborough,ID,Greece,2,2,High
33,Male,Bachelor's,Widowed,,613,20566,Business,Unemployed,19,Excellent,0.421424696,,3,Port Andrewbury,IA,Dominican Republic,4,2,Low
37,Male,PhD,Single,107897,692,,Business,Self-employed,15,Excellent,0.349359195,,1,Port Jesse,IL,Nicaragua,3,1,Low
65,Female,Master's,Divorced,24474,774,13059,Home,Employed,4,Fair,0.141007692,123021,1,East Belinda,NJ,Dominican Republic,2,0,Low
48,Female,Bachelor's,Widowed,94504,628,49691,Personal,Employed,2,Good,0.468790565,184797,3,New Davidtown,MH,Northern Mariana Islands,0,0,Low
35,Non-binary,Bachelor's,Single,65799,654,,Auto,Employed,7,Poor,0.360832069,100089,0,Port Savannah,NJ,Argentina,2,2,Low
32,Female,PhD,Widowed,86890,,,Business,Unemployed,18,Poor,0.23346141,151279,0,Port Davidtown,VI,Western Sahara,,2,Low
38,Female,High School,Divorced,,799,42396,Home,Unemployed,6,Excellent,0.456574411,79804,2,Port Michael,AR,Switzerland,1,2,High
49,Male,PhD,Widowed,58071,703,,Personal,Employed,3,Good,0.213561226,166993,0,East Stephanieville,WV,Norfolk Island,3,1,Low
59,Non-binary,Master's,Married,58230,767,28575,Personal,Self-employed,19,Good,0.184819759,,3,Port Stephanie,HI,Poland,0,0,Low
34,Non-binary,PhD,Married,,782,34969,Home,Unemployed,19,Poor,0.508350194,233808,3,Craigville,TN,Albania,3,2,High
52,Female,Master's,Single,88861,614,10594,Auto,Self-employed,11,Excellent,0.439515603,,3,Fisherstad,MS,Iraq,0,2,Low
56,Female,High School,Single,20610,631,35908,Auto,Unemployed,10,Poor,0.341161426,164850,0,North Aprilburgh,WA,Slovakia (Slovak Republic),4,0,Low
46,Male,Bachelor's,Married,42152,696,45692,Auto,Self-employed,11,Fair,0.55522422,108709,3,East Jessica,PW,Guernsey,,0,Low
62,Male,Master's,Single,106753,621,24853,Home,Employed,15,Good,0.292971497,138996,4,East Kevinport,RI,Slovakia (Slovak Republic),,2,Low
37,Female,High School,Married,63839,631,12188,Home,Employed,17,Excellent,0.1571026,296718,4,South Melissaberg,FL,Bosnia and Herzegovina,4,0,Low
61,Male,PhD,Divorced,71033,775,40828,Business,Employed,15,Poor,0.512351611,198873,2,New Lindsey,MN,Saint Lucia,3,2,Low
37,Non-binary,PhD,Married,87442,,23047,Business,Unemployed,0,Poor,0.542953163,284122,1,Johnsonton,SC,Norfolk Island,3,1,Low
46,Male,Master's,Divorced,22024,780,12603,Personal,Employed,3,Fair,0.401082058,293556,1,Christopherburgh,SC,Faroe Islands,3,1,Low
46,Non-binary,Bachelor's,Married,,774,37827,Business,Employed,4,Poor,0.438184709,223315,4,New Breannaville,ND,Romania,2,1,Low
22,Non-binary,High School,Single,105550,795,9423,Business,Employed,4,Excellent,0.43777937,,1,West Ana,TN,Luxembourg,0,2,Low
25,Non-binary,High School,Married,,,,Personal,Unemployed,3,Good,0.308972929,148940,3,Wilsonchester,MP,Qatar,,0,Low
50,Female,Master's,Married,55732,664,18926,Home,Unemployed,7,Good,0.229434975,26010,3,North Jacobfurt,AR,Marshall Islands,4,0,Low
24,Non-binary,Bachelor's,Widowed,64933,728,,Personal,Employed,8,Fair,0.136465416,,0,Ericashire,VI,Panama,3,1,High
40,Male,PhD,Single,28629,626,23140,Personal,Unemployed,9,Excellent,0.217689889,205222,0,Fergusonshire,PA,Guinea-Bissau,1,2,High
64,Male,PhD,Widowed,,698,,Home,Self-employed,11,Excellent,0.598252711,77546,2,Mckeemouth,TN,Indonesia,4,0,High
35,Female,Bachelor's,Widowed,24329,687,44855,Personal,Unemployed,12,Excellent,0.273741527,233629,2,Rebeccamouth,RI,North Macedonia,1,1,Low
31,Non-binary,Master's,Divorced,26940,751,,Home,Unemployed,8,Excellent,0.392933734,176790,4,Lake Shannonside,IA,Aruba,2,0,Low
21,Non-binary,High School,Married,119742,792,28802,Auto,Self-employed,16,Poor,0.542338999,235577,0,Longport,FM,Uganda,2,2,Low
35,Female,Master's,Divorced,70298,724,33492,Personal,Self-employed,2,Poor,0.221387803,165042,0,South Jeffreyburgh,ME,Macao,4,0,Low
65,Male,Master's,Divorced,78985,604,9401,Personal,Employed,2,Fair,0.555868637,56228,4,North Erichaven,MP,Slovenia,,1,Low
46,Female,High School,Married,64789,722,36950,Home,Self-employed,6,Excellent,0.409584822,,2,West Carrie,ID,Algeria,0,1,Low
27,Female,Bachelor's,Widowed,65924,678,21272,Auto,Unemployed,4,Poor,0.235233177,120559,2,Isaiahview,AK,Mozambique,1,1,Low
47,Male,Bachelor's,Divorced,,657,35899,Auto,Self-employed,14,Poor,0.134582799,298974,3,New Joan,NM,Oman,0,0,Low
50,Non-binary,Bachelor's,Divorced,109532,,39454,Personal,Employed,6,Good,0.366156571,116061,1,Andreston,TN,Pakistan,2,1,Low
31,Male,Bachelor's,Widowed,29280,734,15862,Auto,Unemployed,13,Good,0.200696145,119885,2,Rachelfort,AL,Swaziland,,2,Low
55,Female,Bachelor's,Widowed,32018,610,23606,Home,Unemployed,1,Poor,0.37750951,,2,Lake Cassandra,IN,British Indian Ocean Territory (Chagos Archipelago),3,1,Low
22,Non-binary,High School,Divorced,111043,729,13551,Home,Self-employed,7,Good,0.30066298,122292,1,Hicksfurt,FM,Fiji,0,2,Low
26,Male,Master's,Married,115334,693,,Home,Unemployed,13,Fair,0.313439018,96763,0,Bryanstad,IL,Sudan,4,2,Low
28,Female,High School,Married,65588,728,,Personal,Employed,2,Good,0.314567915,256354,1,Gailton,IA,Iran,0,2,High
50,Non-binary,PhD,Divorced,106623,615,10475,Business,Employed,19,Fair,0.472979877,124540,3,East Christopherside,AS,United Kingdom,1,0,Low
34,Non-binary,Bachelor's,Single,23261,717,,Home,Self-employed,4,Poor,0.102597246,160998,3,Sanchezmouth,VI,India,1,1,Low
21,Non-binary,Master's,Single,56978,607,,Home,Employed,4,Good,0.300043877,275455,2,Whitakerborough,ND,Antigua and Barbuda,,1,Low
38,Male,High School,Single,93844,672,30316,Business,Self-employed,17,Excellent,0.470548002,205304,4,Michaelfurt,OK,Botswana,0,1,Low
25,Non-binary,Master's,Divorced,25902,659,34445,Auto,Unemployed,10,Good,0.473843777,,,Robertsonfort,DE,Swaziland,1,1,Low
37,Female,PhD,Married,55380,754,,Auto,Employed,7,Good,0.518137676,,1,West Paulberg,WI,Mexico,,2,Low
29,Female,Bachelor's,Single,38830,731,17412,Auto,Employed,2,Fair,0.465061872,284207,4,Christopherchester,GA,Seychelles,1,1,Low
38,Male,PhD,Single,114176,620,16531,Personal,Employed,19,Fair,0.495158527,151190,0,West Davidburgh,WI,Iran,3,2,Low
33,Non-binary,Bachelor's,Married,,789,44165,Home,Employed,17,Fair,0.205679807,195074,,Stephensonburgh,PA,American Samoa,2,1,High
38,Male,High School,Widowed,,732,19950,Auto,Employed,7,Excellent,0.281187626,,1,Lake Lesliefurt,UT,Lesotho,2,2,Low
46,Male,Bachelor's,Widowed,83401,636,41217,Auto,Unemployed,19,Fair,0.24277228,,3,Knightburgh,PR,Zambia,2,2,Low
44,Male,Bachelor's,Widowed,76521,681,42140,Personal,Employed,1,Fair,0.202126993,,2,Lake Kristachester,DC,Barbados,2,0,Low
28,Non-binary,High School,Single,,742,33266,Personal,Self-employed,2,Poor,0.525675535,243458,3,Lamberttown,SC,Colombia,4,0,Low
23,Male,High School,Divorced,73832,609,30850,Home,Employed,12,Excellent,0.553899569,64542,1,Williamsside,AR,Zambia,3,0,Low
45,Female,Master's,Single,27322,764,,Personal,Employed,9,Good,0.34214137,163194,1,Jenniferbury,DE,Uzbekistan,0,2,High
58,Non-binary,PhD,Divorced,25906,,42362,Business,Unemployed,17,Poor,0.179145672,,2,Ashleyland,WY,Libyan Arab Jamahiriya,3,1,Low
36,Non-binary,High School,Single,63874,769,38462,Auto,Unemployed,9,Good,0.329670555,278313,2,Davisville,MI,Guatemala,0,1,Low
24,Female,PhD,Single,28951,771,31084,Auto,Self-employed,9,Fair,0.551735706,228984,0,Williamport,AZ,Saudi Arabia,4,0,Low
67,Male,PhD,Single,108091,,39527,Personal,Unemployed,18,Excellent,0.351998976,243434,4,South Curtisport,VT,Tunisia,,1,Low
68,Male,PhD,Single,,,25394,Auto,Self-employed,19,Good,0.26824805,,4,West Joseph,OR,Venezuela,2,0,Low
67,Non-binary,Bachelor's,Single,30046,780,32023,Home,Self-employed,7,Fair,0.591166633,,0,South Dawnville,RI,Norway,4,2,Low
63,Female,Master's,Married,,709,25816,Home,Unemployed,2,Excellent,0.133315557,,2,Andersonbury,OK,Georgia,3,2,Low
34,Male,Bachelor's,Widowed,43398,747,46646,Business,Employed,4,Excellent,0.596944324,210408,0,Lake Ricardoview,RI,Montenegro,2,1,Low
24,Non-binary,Master's,Divorced,89815,646,29116,Home,Unemployed,19,Excellent,0.208056845,,0,Novakborough,TN,Brazil,2,2,Low
27,Non-binary,Bachelor's,Single,20079,742,7192,Business,Unemployed,15,Poor,0.548568911,95301,1,Randallshire,MO,Timor-Leste,3,1,Low
27,Non-binary,High School,Single,111150,748,11960,Business,Self-employed,17,Good,0.37722341,129301,,West Jacob,SD,Cambodia,2,1,Low
42,Male,High School,Widowed,77619,636,29559,Business,Employed,13,Fair,0.259870816,33175,,Kennedyton,FL,Benin,0,1,Low
65,Male,High School,Single,,,,Business,Unemployed,8,Excellent,0.573602661,70964,0,Michellemouth,ME,Luxembourg,0,0,High
47,Female,PhD,Single,29770,611,6125,Home,Employed,4,Fair,0.42348066,259770,1,Jessicaberg,AZ,Chad,0,1,Low
55,Male,Bachelor's,Married,44240,754,48704,Home,Self-employed,7,Excellent,0.249047854,273203,3,New Briannaville,VT,Lithuania,0,0,Low
